id,course_id,instructor_id,start_time,end_time,is_active
145,25,2,2025-10-15T08:00:00,2025-10-15T10:00:00,False
146,25,2,2025-10-22T10:00:00,2025-10-22T12:00:00,False
147,25,2,2025-10-29T12:00:00,2025-10-29T14:00:00,False
148,25,2,2025-11-05T10:00:00,2025-11-05T12:00:00,False
149,25,2,2025-11-12T12:00:00,2025-11-12T14:00:00,False
150,25,2,2025-11-19T08:00:00,2025-11-19T10:00:00,False
151,26,13,2025-10-01T10:00:00,2025-10-01T12:00:00,False
152,26,13,2025-10-08T08:00:00,2025-10-08T10:00:00,False
153,26,13,2025-10-15T08:00:00,2025-10-15T10:00:00,False
154,26,13,2025-10-22T12:00:00,2025-10-22T14:00:00,False
155,26,13,2025-10-29T12:00:00,2025-10-29T14:00:00,False
156,27,12,2025-10-01T12:00:00,2025-10-01T14:00:00,False
157,27,12,2025-10-08T10:00:00,2025-10-08T12:00:00,False
158,27,12,2025-10-15T14:00:00,2025-10-15T16:00:00,False
159,27,12,2025-10-22T12:00:00,2025-10-22T14:00:00,False
160,27,12,2025-10-29T12:00:00,2025-10-29T14:00:00,False
161,27,12,2025-11-05T08:00:00,2025-11-05T10:00:00,False
162,27,12,2025-11-12T08:00:00,2025-11-12T10:00:00,False
163,27,12,2025-11-19T12:00:00,2025-11-19T14:00:00,True
164,28,16,2025-10-01T10:00:00,2025-10-01T12:00:00,False
165,28,16,2025-10-08T12:00:00,2025-10-08T14:00:00,False
166,28,16,2025-10-15T08:00:00,2025-10-15T10:00:00,False
167,28,16,2025-10-22T08:00:00,2025-10-22T10:00:00,False
168,28,16,2025-10-29T14:00:00,2025-10-29T16:00:00,False
169,28,16,2025-11-05T12:00:00,2025-11-05T14:00:00,False
170,29,2,2025-10-01T10:00:00,2025-10-01T12:00:00,False
171,29,2,2025-10-08T14:00:00,2025-10-08T16:00:00,False
172,29,2,2025-10-15T10:00:00,2025-10-15T12:00:00,False
173,29,2,2025-10-22T12:00:00,2025-10-22T14:00:00,False
174,29,2,2025-10-29T12:00:00,2025-10-29T14:00:00,False
175,29,2,2025-11-05T10:00:00,2025-11-05T12:00:00,False
176,29,2,2025-11-12T14:00:00,2025-11-12T16:00:00,False
177,29,2,2025-11-19T10:00:00,2025-11-19T12:00:00,False
178,30,3,2025-10-01T12:00:00,2025-10-01T14:00:00,False
179,30,3,2025-10-08T10:00:00,2025-10-08T12:00:00,False
180,30,3,2025-10-15T14:00:00,2025-10-15T16:00:00,False
181,30,3,2025-10-22T08:00:00,2025-10-22T10:00:00,False
182,30,3,2025-10-29T14:00:00,2025-10-29T16:00:00,False
183,30,3,2025-11-05T10:00:00,2025-11-05T12:00:00,False
184,30,3,2025-11-12T14:00:00,2025-11-12T16:00:00,True
185,31,13,2025-10-01T10:00:00,2025-10-01T12:00:00,False
186,31,13,2025-10-08T14:00:00,2025-10-08T16:00:00,False
187,31,13,2025-10-15T10:00:00,2025-10-15T12:00:00,False
188,31,13,2025-10-22T12:00:00,2025-10-22T14:00:00,False
189,31,13,2025-10-29T08:00:00,2025-10-29T10:00:00,False
190,32,18,2025-10-01T14:00:00,2025-10-01T16:00:00,False
191,32,18,2025-10-08T10:00:00,2025-10-08T12:00:00,False
192,32,18,2025-10-15T08:00:00,2025-10-15T10:00:00,False
193,32,18,2025-10-22T10:00:00,2025-10-22T12:00:00,False
194,32,18,2025-10-29T08:00:00,2025-10-29T10:00:00,False
195,33,15,2025-10-01T14:00:00,2025-10-01T16:00:00,False
196,33,15,2025-10-08T08:00:00,2025-10-08T10:00:00,False
197,33,15,2025-10-15T10:00:00,2025-10-15T12:00:00,False
198,33,15,2025-10-22T08:00:00,2025-10-22T10:00:00,False
199,33,15,2025-10-29T08:00:00,2025-10-29T10:00:00,False
200,33,15,2025-11-05T14:00:00,2025-11-05T16:00:00,False
201,33,15,2025-11-12T14:00:00,2025-11-12T16:00:00,True
202,34,17,2025-10-01T08:00:00,2025-10-01T10:00:00,False
203,34,17,2025-10-08T10:00:00,2025-10-08T12:00:00,False
204,34,17,2025-10-15T10:00:00,2025-10-15T12:00:00,False
205,34,17,2025-10-22T08:00:00,2025-10-22T10:00:00,True
206,35,11,2025-10-01T08:00:00,2025-10-01T10:00:00,False
207,35,11,2025-10-08T08:00:00,2025-10-08T10:00:00,False
208,35,11,2025-10-15T08:00:00,2025-10-15T10:00:00,False
209,35,11,2025-10-22T12:00:00,2025-10-22T14:00:00,False
210,35,11,2025-10-29T08:00:00,2025-10-29T10:00:00,False
211,35,11,2025-11-05T10:00:00,2025-11-05T12:00:00,False
212,35,11,2025-11-12T10:00:00,2025-11-12T12:00:00,False
213,35,11,2025-11-19T14:00:00,2025-11-19T16:00:00,False
214,36,8,2025-10-01T10:00:00,2025-10-01T12:00:00,False
215,36,8,2025-10-08T12:00:00,2025-10-08T14:00:00,False
216,36,8,2025-10-15T12:00:00,2025-10-15T14:00:00,False
217,36,8,2025-10-22T14:00:00,2025-10-22T16:00:00,False
218,36,8,2025-10-29T10:00:00,2025-10-29T12:00:00,False
219,36,8,2025-11-05T10:00:00,2025-11-05T12:00:00,False
220,36,8,2025-11-12T08:00:00,2025-11-12T10:00:00,False
221,37,12,2025-10-01T08:00:00,2025-10-01T10:00:00,False
222,37,12,2025-10-08T08:00:00,2025-10-08T10:00:00,False
223,37,12,2025-10-15T08:00:00,2025-10-15T10:00:00,False
224,37,12,2025-10-22T08:00:00,2025-10-22T10:00:00,False
225,37,12,2025-10-29T12:00:00,2025-10-29T14:00:00,False
226,37,12,2025-11-05T08:00:00,2025-11-05T10:00:00,False
227,38,10,2025-10-01T10:00:00,2025-10-01T12:00:00,False
228,38,10,2025-10-08T08:00:00,2025-10-08T10:00:00,False
229,38,10,2025-10-15T10:00:00,2025-10-15T12:00:00,False
230,38,10,2025-10-22T08:00:00,2025-10-22T10:00:00,False
231,38,10,2025-10-29T10:00:00,2025-10-29T12:00:00,False
232,38,10,2025-11-05T14:00:00,2025-11-05T16:00:00,False
233,38,10,2025-11-12T14:00:00,2025-11-12T16:00:00,True
234,39,10,2025-10-01T10:00:00,2025-10-01T12:00:00,False
235,39,10,2025-10-08T14:00:00,2025-10-08T16:00:00,False
236,39,10,2025-10-15T08:00:00,2025-10-15T10:00:00,False
237,39,10,2025-10-22T14:00:00,2025-10-22T16:00:00,False
238,39,10,2025-10-29T10:00:00,2025-10-29T12:00:00,False
239,39,10,2025-11-05T08:00:00,2025-11-05T10:00:00,True
240,40,18,2025-10-01T12:00:00,2025-10-01T14:00:00,False
241,40,18,2025-10-08T08:00:00,2025-10-08T10:00:00,False
242,40,18,2025-10-15T12:00:00,2025-10-15T14:00:00,False
243,40,18,2025-10-22T08:00:00,2025-10-22T10:00:00,False
244,40,18,2025-10-29T12:00:00,2025-10-29T14:00:00,False
245,40,18,2025-11-05T08:00:00,2025-11-05T10:00:00,False
246,41,12,2025-10-01T10:00:00,2025-10-01T12:00:00,False
247,41,12,2025-10-08T10:00:00,2025-10-08T12:00:00,False
248,41,12,2025-10-15T14:00:00,2025-10-15T16:00:00,False
249,41,12,2025-10-22T12:00:00,2025-10-22T14:00:00,False
250,41,12,2025-10-29T10:00:00,2025-10-29T12:00:00,False
251,41,12,2025-11-05T14:00:00,2025-11-05T16:00:00,False
252,41,12,2025-11-12T10:00:00,2025-11-12T12:00:00,False
253,41,12,2025-11-19T12:00:00,2025-11-19T14:00:00,False
254,42,13,2025-10-01T12:00:00,2025-10-01T14:00:00,False
255,42,13,2025-10-08T08:00:00,2025-10-08T10:00:00,False
256,42,13,2025-10-15T12:00:00,2025-10-15T14:00:00,False
257,42,13,2025-10-22T14:00:00,2025-10-22T16:00:00,False
258,42,13,2025-10-29T12:00:00,2025-10-29T14:00:00,False
259,42,13,2025-11-05T12:00:00,2025-11-05T14:00:00,False
260,43,6,2025-10-01T08:00:00,2025-10-01T10:00:00,False
261,43,6,2025-10-08T10:00:00,2025-10-08T12:00:00,False
262,43,6,2025-10-15T10:00:00,2025-10-15T12:00:00,False
263,43,6,2025-10-22T12:00:00,2025-10-22T14:00:00,True
264,44,10,2025-10-01T14:00:00,2025-10-01T16:00:00,False
265,44,10,2025-10-08T08:00:00,2025-10-08T10:00:00,False
266,44,10,2025-10-15T08:00:00,2025-10-15T10:00:00,False
267,44,10,2025-10-22T14:00:00,2025-10-22T16:00:00,False
268,44,10,2025-10-29T12:00:00,2025-10-29T14:00:00,False
269,44,10,2025-11-05T10:00:00,2025-11-05T12:00:00,False
270,44,10,2025-11-12T08:00:00,2025-11-12T10:00:00,False
271,45,12,2025-10-01T10:00:00,2025-10-01T12:00:00,False
272,45,12,2025-10-08T14:00:00,2025-10-08T16:00:00,False
273,45,12,2025-10-15T12:00:00,2025-10-15T14:00:00,False
274,45,12,2025-10-22T12:00:00,2025-10-22T14:00:00,False
275,45,12,2025-10-29T14:00:00,2025-10-29T16:00:00,False
276,46,1,2025-10-01T12:00:00,2025-10-01T14:00:00,False
277,46,1,2025-10-08T10:00:00,2025-10-08T12:00:00,False
278,46,1,2025-10-15T10:00:00,2025-10-15T12:00:00,False
279,46,1,2025-10-22T14:00:00,2025-10-22T16:00:00,False
280,46,1,2025-10-29T14:00:00,2025-10-29T16:00:00,False
281,46,1,2025-11-05T14:00:00,2025-11-05T16:00:00,False
282,46,1,2025-11-12T14:00:00,2025-11-12T16:00:00,False
283,47,5,2025-10-01T14:00:00,2025-10-01T16:00:00,False
284,47,5,2025-10-08T08:00:00,2025-10-08T10:00:00,False
285,47,5,2025-10-15T14:00:00,2025-10-15T16:00:00,False
286,47,5,2025-10-22T10:00:00,2025-10-22T12:00:00,False
287,47,5,2025-10-29T08:00:00,2025-10-29T10:00:00,True
288,48,17,2025-10-01T10:00:00,2025-10-01T12:00:00,False
289,48,17,2025-10-08T08:00:00,2025-10-08T10:00:00,False
290,48,17,2025-10-15T12:00:00,2025-10-15T14:00:00,False
291,48,17,2025-10-22T14:00:00,2025-10-22T16:00:00,False
292,49,5,2025-10-01T08:00:00,2025-10-01T10:00:00,False
293,49,5,2025-10-08T12:00:00,2025-10-08T14:00:00,False
294,49,5,2025-10-15T12:00:00,2025-10-15T14:00:00,False
295,49,5,2025-10-22T10:00:00,2025-10-22T12:00:00,True
296,50,13,2025-10-01T14:00:00,2025-10-01T16:00:00,False
297,50,13,2025-10-08T10:00:00,2025-10-08T12:00:00,False
298,50,13,2025-10-15T10:00:00,2025-10-15T12:00:00,False
299,50,13,2025-10-22T10:00:00,2025-10-22T12:00:00,False
300,50,13,2025-10-29T08:00:00,2025-10-29T10:00:00,False
