id,assessment_id,student_id,raw_score,instructor_remarks,is_flagged,is_absent,created_by_doctor_id
80,6,32,57.0,,False,False,14
81,6,51,62.4,,False,False,15
82,6,52,66.0,,False,False,2
83,6,56,56.4,,False,False,5
84,6,62,69.1,,False,False,13
85,6,94,93.4,,False,False,19
86,6,103,41.7,,False,False,9
87,6,113,53.2,,False,False,14
88,6,142,51.2,,False,False,10
89,6,166,63.3,,False,False,8
90,6,171,62.6,,False,False,10
91,7,2,78.9,,False,False,15
92,7,3,65.6,,False,False,13
93,7,4,70.5,,False,False,4
94,7,10,72.2,,False,False,9
95,7,32,69.4,,False,False,5
96,7,51,77.7,,False,False,18
97,7,52,62.8,,False,False,5
98,7,56,94.6,,False,False,17
99,7,62,100.0,,False,False,18
100,7,94,77.7,,False,False,20
101,7,103,69.1,,False,False,20
102,7,113,76.2,,False,False,8
103,7,142,45.2,,False,False,3
104,7,166,68.2,,False,False,13
105,7,171,51.8,,False,False,11
106,8,2,74.2,,False,False,10
107,8,3,51.9,,False,False,6
108,8,4,58.8,,False,False,12
109,8,10,31.3,,False,False,9
110,8,32,43.9,,False,False,2
111,8,51,71.4,,False,False,3
112,8,52,49.4,,False,False,17
113,8,56,84.1,,True,False,9
114,8,62,47.8,,False,False,13
115,8,94,73.2,,False,False,9
116,8,103,51.3,,False,False,13
117,8,113,71.9,,False,False,9
118,8,142,37.4,,False,False,11
119,8,166,56.8,,False,False,8
120,8,171,49.8,,False,False,9
121,9,2,80.9,,False,False,20
122,9,3,73.3,,False,False,3
123,9,4,42.8,,False,False,5
124,9,10,61.3,,False,False,12
125,9,32,0.0,,False,True,1
126,9,51,51.1,,False,False,20
127,9,52,82.1,,False,False,3
128,9,56,87.9,,False,False,13
129,9,62,39.1,,False,False,12
130,9,94,79.9,,False,False,15
131,9,103,50.2,,False,False,8
132,9,113,0.0,,False,True,9
133,9,142,60.4,,False,False,19
134,9,166,65.6,,False,False,13
135,9,171,97.7,,False,False,2
136,10,3,46.9,,False,False,18
137,10,4,80.0,,False,False,6
138,10,10,43.9,,False,False,10
139,10,11,42.7,,False,False,7
140,10,16,65.5,,False,False,19
141,10,32,65.4,,False,False,15
142,10,51,14.0,,False,False,1
143,10,52,0.0,,False,True,4
144,10,56,85.9,,False,False,12
145,10,62,26.5,,False,False,4
146,10,75,62.4,,False,False,15
147,10,94,88.9,,False,False,9
148,10,142,100.0,,False,False,9
149,10,150,58.5,,False,False,17
150,10,166,39.2,,False,False,16
151,11,3,0.0,,False,True,6
152,11,4,88.2,,False,False,1
153,11,10,80.6,,False,False,11
154,11,11,56.2,,False,False,8
155,11,16,53.9,,False,False,5
156,11,32,52.1,,False,False,11
157,11,51,58.8,,False,False,1
158,11,52,70.7,,False,False,2
159,11,56,54.8,,False,False,12
160,11,62,57.1,,False,False,18
161,11,75,76.5,,False,False,12
162,11,94,38.3,,False,False,2
163,11,142,0.0,,False,True,16
164,11,150,58.2,,False,False,5
165,11,166,34.8,,False,False,15
166,12,3,67.0,,False,False,4
167,12,4,30.1,,False,False,8
168,12,10,81.0,,False,False,4
169,12,11,41.3,,False,False,13
170,12,16,33.1,,False,False,3
171,12,32,58.5,,False,False,2
172,12,51,95.8,,False,False,20
173,12,52,77.8,,False,False,17
174,12,56,30.4,,False,False,1
175,12,62,40.8,,False,False,16
176,12,75,57.9,,False,False,12
177,12,94,100.0,,False,False,7
178,12,142,48.1,,False,False,5
179,12,150,48.2,,False,False,15
180,12,166,92.5,,False,False,17
181,13,3,68.5,,False,False,10
182,13,4,84.0,,False,False,8
183,13,10,51.9,,False,False,8
184,13,11,63.2,,False,False,12
185,13,16,88.7,,False,False,3
186,13,32,62.4,,False,False,15
187,13,51,0.0,,False,True,20
188,13,52,85.2,,False,False,17
189,13,56,72.0,,False,False,7
190,13,62,46.3,,False,False,16
191,13,75,64.7,,False,False,12
192,13,94,82.7,,False,False,18
193,13,142,77.0,,False,False,18
194,13,150,64.3,,False,False,3
195,13,166,30.9,,False,False,14
196,14,3,32.7,,False,False,18
197,14,4,36.5,,False,False,16
198,14,10,55.8,,False,False,9
199,14,11,58.2,,False,False,7
200,14,16,38.4,,False,False,5
201,14,32,83.4,,False,False,17
202,14,51,0.0,,False,True,20
203,14,52,42.3,,False,False,12
204,14,56,40.3,,False,False,19
205,14,62,66.6,,False,False,6
206,14,75,82.5,,False,False,13
207,14,94,100.0,,False,False,20
208,14,142,75.5,,False,False,12
209,14,150,93.4,,False,False,8
210,14,166,43.2,,False,False,16
211,15,2,100.0,,False,False,4
212,15,4,31.5,,False,False,16
213,15,10,55.9,,False,False,1
214,15,16,75.1,,False,False,18
215,15,32,36.1,,False,False,18
216,15,51,48.3,,True,False,3
217,15,56,45.5,,False,False,13
218,15,62,59.4,,False,False,10
219,15,75,90.6,,False,False,16
220,15,94,65.3,,False,False,11
221,15,103,56.7,,False,False,2
222,15,113,13.1,,False,False,3
223,15,142,73.4,,False,False,3
224,15,166,79.2,,False,False,9
225,15,183,34.4,,False,False,11
226,16,2,63.8,,False,False,19
227,16,4,68.5,,False,False,13
228,16,10,82.4,,False,False,11
229,16,16,52.0,,False,False,6
230,16,32,49.2,,False,False,5
231,16,51,0.0,,False,True,6
232,16,56,56.8,,False,False,16
233,16,62,88.1,,False,False,3
234,16,75,83.8,,False,False,7
235,16,94,64.6,,False,False,14
236,16,103,83.4,,False,False,15
237,16,113,22.4,,False,False,13
238,16,142,0.0,,False,True,16
239,16,166,79.2,,False,False,16
240,16,183,44.9,,False,False,20
241,17,2,96.8,,False,False,15
242,17,4,45.8,,False,False,1
243,17,10,49.7,,False,False,19
244,17,16,75.1,,False,False,16
245,17,32,76.9,,False,False,8
246,17,51,57.0,,False,False,19
247,17,56,71.7,,False,False,10
248,17,62,73.9,,False,False,13
249,17,75,72.1,,False,False,17
250,17,94,57.7,,False,False,11
251,17,103,74.1,,False,False,2
252,17,113,90.3,,False,False,12
253,17,142,42.9,,False,False,16
254,17,166,49.9,,False,False,10
255,17,183,65.5,,False,False,10
256,18,2,46.0,,False,False,1
257,18,4,32.5,,False,False,15
258,18,10,84.7,,False,False,14
259,18,16,24.9,,False,False,15
260,18,32,57.8,,False,False,3
261,18,51,78.7,,False,False,12
262,18,56,69.8,,False,False,9
263,18,62,58.0,,False,False,14
264,18,75,45.2,,False,False,8
265,18,94,71.2,,False,False,13
266,18,103,47.2,,False,False,20
267,18,113,69.8,,False,False,3
268,18,142,67.5,,False,False,12
269,18,166,67.7,,False,False,8
270,18,183,53.5,,False,False,12
271,19,2,100.0,,False,False,6
272,19,4,71.4,,False,False,17
273,19,10,60.0,,False,False,7
274,19,16,69.8,,False,False,3
275,19,32,51.1,,False,False,17
276,19,51,58.0,,False,False,19
277,19,56,100.0,,False,False,12
278,19,62,51.2,,False,False,14
279,19,75,63.6,,False,False,9
280,19,94,56.8,,False,False,10
281,19,103,46.3,,False,False,9
282,19,113,72.6,,False,False,10
283,19,142,65.7,,False,False,20
284,19,166,81.4,,False,False,8
285,19,183,79.6,,False,False,9
286,20,7,81.2,,False,False,8
287,20,24,48.5,,False,False,14
288,20,34,76.5,,False,False,18
289,20,42,77.0,,False,False,19
290,20,44,46.6,,False,False,20
291,20,64,59.3,,False,False,7
292,20,67,38.8,,False,False,18
293,20,68,77.1,,False,False,19
294,20,72,77.0,,False,False,8
295,20,73,90.7,,False,False,19
296,20,77,60.9,,False,False,6
297,20,81,73.1,,False,False,2
298,20,83,82.8,,False,False,17
299,20,86,51.4,,False,False,14
300,20,88,48.7,,False,False,19
301,21,7,52.0,,False,False,2
302,21,24,58.7,,False,False,9
303,21,34,49.3,,False,False,13
304,21,42,52.8,,False,False,20
305,21,44,80.9,,False,False,1
306,21,64,63.3,,False,False,12
307,21,67,70.5,,False,False,7
308,21,68,55.1,,False,False,13
309,21,72,53.9,,False,False,20
310,21,73,70.1,,False,False,11
311,21,77,67.3,,False,False,1
312,21,81,79.0,,False,False,3
313,21,83,88.4,,False,False,3
314,21,86,52.6,,False,False,10
315,21,88,80.5,,False,False,13
316,22,7,45.6,,False,False,8
317,22,24,100.0,,False,False,2
318,22,34,50.8,,False,False,6
319,22,42,77.4,,False,False,5
320,22,44,0.0,,False,True,10
321,22,64,45.4,,False,False,14
322,22,67,62.3,,False,False,10
323,22,68,92.8,,False,False,19
324,22,72,50.3,,False,False,13
325,22,73,100.0,,False,False,1
326,22,77,0.0,,False,True,11
327,22,81,64.9,,False,False,19
328,22,83,82.6,,False,False,19
329,22,86,72.3,,False,False,3
330,22,88,73.2,,False,False,15
331,23,7,39.3,,False,False,9
332,23,24,56.5,,False,False,7
333,23,34,86.5,,False,False,8
334,23,42,58.8,,False,False,12
335,23,44,67.5,,False,False,18
336,23,64,37.1,,False,False,13
337,23,67,55.3,,False,False,11
338,23,68,85.2,,False,False,6
339,23,72,41.9,,False,False,5
340,23,73,77.9,,False,False,5
341,23,77,0.0,,False,True,19
342,23,81,68.2,,False,False,1
343,23,83,60.8,,False,False,9
344,23,86,60.0,,False,False,4
345,23,88,56.2,,False,False,15
346,24,7,57.8,,False,False,15
347,24,24,81.7,,False,False,16
348,24,34,57.2,,False,False,11
349,24,42,97.5,,False,False,6
350,24,44,70.4,,False,False,2
351,24,64,54.6,,False,False,8
352,24,67,82.5,,False,False,9
353,24,68,76.2,,False,False,1
354,24,72,35.2,,False,False,5
355,24,73,0.0,,False,True,15
356,24,77,46.4,,False,False,19
357,24,81,62.9,,False,False,1
358,24,83,36.5,,False,False,6
359,24,86,100.0,,False,False,2
360,24,88,79.8,,False,False,14
361,25,7,64.8,,False,False,18
362,25,24,58.8,,False,False,4
363,25,34,54.2,,False,False,16
364,25,42,29.6,,False,False,4
365,25,44,33.8,,False,False,6
366,25,64,99.2,,False,False,12
367,25,67,93.3,,False,False,15
368,25,68,54.6,,False,False,5
369,25,72,81.3,,False,False,3
370,25,73,74.1,,False,False,2
371,25,77,76.2,,False,False,11
372,25,81,39.3,,False,False,10
373,25,83,32.5,,False,False,5
374,25,86,86.3,,False,False,7
375,25,88,29.4,,False,False,3
376,26,7,62.3,,False,False,3
377,26,24,58.4,,False,False,17
378,26,34,56.7,,False,False,8
379,26,42,70.7,,False,False,18
380,26,44,52.8,,False,False,20
381,26,64,0.0,,False,True,3
382,26,67,72.1,,False,False,16
383,26,68,67.5,,False,False,8
384,26,72,100.0,,False,False,19
385,26,73,40.1,,False,False,12
386,26,77,65.5,,False,False,4
387,26,81,72.8,,False,False,5
388,26,83,60.4,,False,False,9
389,26,86,40.9,,False,False,6
390,26,88,87.6,,False,False,10
391,27,7,71.1,,False,False,6
392,27,24,42.2,,False,False,9
393,27,34,72.9,,False,False,7
394,27,42,95.6,,False,False,1
395,27,44,64.3,,False,False,7
396,27,64,65.0,,False,False,15
397,27,67,93.2,,False,False,10
398,27,68,47.5,,False,False,17
399,27,72,96.1,,False,False,1
400,27,73,82.5,,True,False,6
401,27,77,0.0,,False,True,13
402,27,81,48.4,,False,False,3
403,27,83,53.0,,False,False,7
404,27,86,55.6,,False,False,9
405,27,88,32.0,,False,False,13
406,28,7,69.7,,False,False,6
407,28,24,49.2,,False,False,11
408,28,34,70.3,,False,False,15
409,28,42,41.8,,False,False,6
410,28,44,81.6,,False,False,5
411,28,64,0.0,,False,True,13
412,28,67,78.3,,False,False,20
413,28,68,52.3,,False,False,19
414,28,72,71.5,,False,False,19
415,28,73,66.5,,False,False,14
416,28,77,91.7,,False,False,11
417,28,81,46.4,,False,False,19
418,28,83,62.3,,False,False,15
419,28,86,53.5,,False,False,14
420,28,88,65.8,,False,False,10
421,29,7,74.6,,False,False,2
422,29,24,53.3,,False,False,9
423,29,34,58.4,,True,False,18
424,29,42,82.4,,False,False,4
425,29,44,89.4,,False,False,2
426,29,64,0.0,,False,True,8
427,29,67,73.9,,False,False,3
428,29,68,62.5,,False,False,6
429,29,72,60.8,,False,False,10
430,29,73,74.9,,False,False,4
431,29,77,69.1,,False,False,14
432,29,81,35.3,,False,False,13
433,29,83,75.3,,True,False,19
434,29,86,49.5,,False,False,18
435,29,88,39.5,,False,False,10
436,30,7,35.0,,False,False,1
437,30,24,0.0,,False,True,19
438,30,34,61.1,,False,False,16
439,30,42,46.7,,False,False,8
440,30,44,23.1,,False,False,13
441,30,64,58.5,,False,False,13
442,30,67,56.2,,False,False,4
443,30,68,62.3,,False,False,7
444,30,72,53.7,,False,False,20
445,30,73,97.9,,False,False,5
446,30,77,74.3,,False,False,1
447,30,81,56.0,,False,False,10
448,30,83,63.9,,False,False,7
449,30,86,90.5,,False,False,16
450,30,88,82.2,,False,False,19
451,31,7,39.9,,False,False,4
452,31,24,47.5,,False,False,15
453,31,34,50.9,,False,False,19
454,31,42,57.1,,False,False,9
455,31,44,54.3,,False,False,6
456,31,64,65.6,,False,False,18
457,31,67,0.0,,False,True,14
458,31,68,78.2,,True,False,6
459,31,72,81.2,,False,False,12
460,31,73,59.1,,False,False,18
461,31,77,35.6,,False,False,7
462,31,81,46.3,,True,False,2
463,31,83,55.6,,False,False,8
464,31,86,42.6,,False,False,18
465,31,88,85.5,,False,False,18
466,32,7,43.8,,False,False,20
467,32,24,76.1,,False,False,20
468,32,34,34.7,,False,False,18
469,32,42,76.8,,False,False,15
470,32,44,62.5,,False,False,8
471,32,64,92.2,,False,False,7
472,32,67,44.6,,False,False,13
473,32,68,54.8,,False,False,7
474,32,72,58.3,,False,False,3
475,32,73,62.3,,False,False,18
476,32,77,58.8,,False,False,13
477,32,81,59.1,,False,False,8
478,32,83,58.8,,False,False,4
479,32,86,0.0,,False,True,5
480,32,88,27.7,,False,False,7
481,33,25,82.9,,False,False,5
482,33,33,100.0,,False,False,17
483,33,89,70.4,,False,False,6
484,33,108,44.6,,False,False,3
485,33,115,46.4,,False,False,1
486,33,132,76.0,,False,False,16
487,33,136,71.9,,False,False,14
488,33,169,59.9,,False,False,19
489,33,210,78.6,,False,False,18
490,33,215,27.9,,False,False,9
491,33,224,78.6,,False,False,5
492,33,252,69.3,,False,False,14
493,33,265,47.1,,False,False,4
494,33,283,39.2,,False,False,19
495,33,299,67.2,,False,False,18
496,34,25,90.3,,False,False,16
497,34,33,60.9,,False,False,5
498,34,89,49.7,,False,False,13
499,34,108,68.4,,False,False,20
500,34,115,97.8,,False,False,4
501,34,132,72.8,,False,False,10
502,34,136,74.7,,False,False,6
503,34,169,87.0,,False,False,9
504,34,210,73.5,,False,False,1
505,34,215,50.9,,False,False,5
506,34,224,33.6,,False,False,15
507,34,252,48.4,,False,False,20
508,34,265,45.1,,False,False,10
509,34,283,76.9,,False,False,20
510,34,299,79.4,,True,False,1
511,35,25,68.2,,False,False,10
512,35,33,42.2,,False,False,18
513,35,89,97.2,,False,False,19
514,35,108,57.5,,False,False,17
515,35,115,75.9,,False,False,17
516,35,132,65.9,,False,False,15
517,35,136,68.8,,False,False,17
518,35,169,75.2,,False,False,13
519,35,210,52.5,,False,False,18
520,35,215,88.5,,False,False,19
521,35,224,36.6,,False,False,11
522,35,252,0.0,,False,True,17
523,35,265,46.3,,False,False,11
524,35,283,88.3,,False,False,2
525,35,299,75.6,,False,False,15
526,36,25,0.0,,False,True,18
527,36,33,100.0,,False,False,18
528,36,89,66.2,,False,False,9
529,36,108,95.6,,False,False,8
530,36,115,0.0,,False,True,19
531,36,132,31.6,,False,False,2
532,36,136,39.6,,False,False,18
533,36,169,81.1,,False,False,16
534,36,210,33.7,,False,False,4
535,36,215,61.4,,False,False,8
536,36,224,0.0,,False,True,15
537,36,252,86.0,,False,False,2
538,36,265,0.0,,False,True,12
539,36,283,74.0,,False,False,13
540,36,299,65.2,,False,False,20
541,37,25,56.9,,False,False,12
542,37,33,68.6,,False,False,9
543,37,109,75.4,,False,False,15
544,37,114,53.1,,False,False,10
545,37,133,71.7,,False,False,17
546,37,136,84.4,,False,False,1
547,37,169,61.0,,False,False,6
548,37,210,66.2,,False,False,2
549,37,224,0.0,,False,True,7
550,37,283,73.7,,False,False,4
551,37,284,0.0,,False,True,10
552,37,299,74.9,,False,False,5
553,37,301,80.8,,False,False,13
554,37,315,46.7,,False,False,14
555,37,325,55.5,,False,False,12
556,38,25,56.1,,False,False,13
557,38,33,48.7,,False,False,4
558,38,109,32.6,,False,False,20
559,38,114,6.4,,False,False,11
560,38,133,86.5,,False,False,6
561,38,136,37.0,,False,False,20
562,38,169,0.0,,False,True,10
563,38,210,93.2,,True,False,16
564,38,224,78.3,,False,False,10
565,38,283,57.7,,False,False,11
566,38,284,76.1,,False,False,14
567,38,299,72.7,,False,False,8
568,38,301,45.2,,False,False,16
569,38,315,64.7,,False,False,10
570,38,325,47.4,,False,False,4
571,39,25,76.8,,False,False,20
572,39,33,52.1,,False,False,13
573,39,109,63.3,,False,False,3
574,39,114,62.5,,False,False,16
575,39,133,67.2,,False,False,5
576,39,136,94.9,,False,False,6
577,39,169,60.7,,False,False,18
578,39,210,86.9,,False,False,18
579,39,224,73.6,,False,False,18
580,39,283,90.5,,False,False,10
581,39,284,58.9,,False,False,5
582,39,299,77.5,,False,False,13
583,39,301,63.9,,False,False,16
584,39,315,11.2,,False,False,3
585,39,325,45.4,,False,False,17
586,40,25,75.5,,False,False,10
587,40,33,74.3,,False,False,15
588,40,109,41.7,,False,False,12
589,40,114,69.0,,False,False,5
590,40,133,74.1,,False,False,10
591,40,136,64.4,,False,False,15
592,40,169,78.1,,False,False,19
593,40,210,75.7,,False,False,20
594,40,224,64.4,,False,False,16
595,40,283,55.8,,False,False,7
596,40,284,83.8,,False,False,3
597,40,299,73.3,,False,False,7
598,40,301,40.1,,False,False,20
599,40,315,69.0,,False,False,2
600,40,325,44.3,,False,False,6
601,41,8,47.6,,False,False,12
602,41,33,53.3,,False,False,16
603,41,71,65.8,,False,False,18
604,41,89,71.7,,False,False,3
605,41,106,57.6,,False,False,10
606,41,108,58.4,,False,False,7
607,41,109,55.9,,False,False,16
608,41,132,83.9,,False,False,2
609,41,133,13.6,,False,False,4
610,41,136,59.4,,False,False,7
611,41,169,92.8,,False,False,16
612,41,228,74.3,,False,False,13
613,41,252,87.8,,False,False,13
614,41,265,28.4,,False,False,10
615,41,283,42.6,,False,False,5
616,42,8,74.3,,False,False,13
617,42,33,92.9,,False,False,11
618,42,71,44.5,,False,False,19
619,42,89,58.0,,False,False,4
620,42,106,0.0,,False,True,11
621,42,108,72.2,,False,False,18
622,42,109,38.9,,False,False,11
623,42,132,74.4,,False,False,18
624,42,133,16.8,,False,False,10
625,42,136,73.9,,False,False,10
626,42,169,47.1,,False,False,17
627,42,228,56.9,,False,False,20
628,42,252,76.7,,False,False,15
629,42,265,73.1,,False,False,12
630,42,283,64.9,,False,False,11
631,43,8,82.4,,False,False,17
632,43,33,34.4,,False,False,4
633,43,71,68.7,,False,False,5
634,43,89,50.8,,False,False,15
635,43,106,81.5,,False,False,3
636,43,108,77.4,,False,False,18
637,43,109,78.0,,False,False,15
638,43,132,94.6,,False,False,11
639,43,133,85.3,,False,False,9
640,43,136,62.2,,False,False,9
641,43,169,65.0,,False,False,16
642,43,228,75.8,,False,False,13
643,43,252,67.5,,False,False,6
644,43,265,77.7,,False,False,7
645,43,283,24.9,,False,False,14
646,44,8,98.9,,False,False,3
647,44,33,66.1,,False,False,16
648,44,71,35.8,,False,False,11
649,44,89,48.6,,False,False,1
650,44,106,26.7,,False,False,19
651,44,108,45.4,,False,False,4
652,44,109,62.4,,False,False,12
653,44,132,92.3,,False,False,14
654,44,133,72.4,,False,False,8
655,44,136,69.2,,False,False,11
656,44,169,44.6,,False,False,1
657,44,228,50.2,,False,False,1
658,44,252,51.6,,False,False,7
659,44,265,52.3,,False,False,4
660,44,283,58.7,,False,False,19
661,45,8,60.0,,False,False,18
662,45,33,58.9,,False,False,16
663,45,71,52.9,,False,False,11
664,45,89,67.4,,False,False,14
665,45,106,0.0,,False,True,17
666,45,108,59.3,,False,False,4
667,45,109,36.3,,False,False,2
668,45,132,65.6,,False,False,5
669,45,133,62.9,,False,False,7
670,45,136,36.6,,False,False,17
671,45,169,54.4,,False,False,13
672,45,228,75.7,,False,False,7
673,45,252,44.5,,False,False,20
674,45,265,42.6,,False,False,12
675,45,283,59.2,,False,False,1
676,46,25,76.2,,False,False,14
677,46,59,97.6,,False,False,10
678,46,89,76.9,,False,False,11
679,46,108,84.5,,False,False,8
680,46,109,71.2,,False,False,12
681,46,114,52.7,,False,False,4
682,46,115,76.7,,False,False,20
683,46,132,0.0,,False,True,17
684,46,169,63.5,,False,False,6
685,46,210,71.8,,False,False,18
686,46,215,48.0,,False,False,13
687,46,224,73.4,,False,False,8
688,46,265,62.8,,False,False,13
689,46,283,69.2,,False,False,14
690,46,295,63.5,,False,False,20
691,47,25,60.0,,False,False,11
692,47,59,73.7,,False,False,18
693,47,89,57.7,,False,False,10
694,47,108,36.4,,False,False,12
695,47,109,31.3,,False,False,18
696,47,114,68.3,,False,False,7
697,47,115,0.0,,False,True,14
698,47,132,57.0,,False,False,17
699,47,169,33.9,,False,False,9
700,47,210,66.9,,False,False,17
701,47,215,63.3,,False,False,11
702,47,224,56.0,,False,False,19
703,47,265,69.4,,False,False,14
704,47,283,88.7,,False,False,20
705,47,295,88.1,,False,False,1
706,48,25,67.6,,False,False,18
707,48,59,63.5,,False,False,20
708,48,89,67.8,,False,False,11
709,48,108,70.6,,False,False,8
710,48,109,60.2,,False,False,18
711,48,114,68.1,,False,False,16
712,48,115,36.7,,False,False,7
713,48,132,0.0,,False,True,18
714,48,169,66.5,,False,False,4
715,48,210,73.6,,False,False,9
716,48,215,56.2,,False,False,2
717,48,224,63.3,,False,False,19
718,48,265,45.0,,False,False,3
719,48,283,42.5,,False,False,16
720,48,295,68.8,,False,False,17
721,49,25,51.9,,False,False,13
722,49,59,33.0,,False,False,1
723,49,89,45.0,,False,False,1
724,49,108,47.6,,False,False,4
725,49,109,78.9,,False,False,17
726,49,114,68.2,,False,False,1
727,49,115,49.3,,False,False,5
728,49,132,54.4,,False,False,2
729,49,169,88.6,,False,False,6
730,49,210,81.8,,False,False,3
731,49,215,44.9,,False,False,12
732,49,224,85.9,,False,False,9
733,49,265,63.5,,False,False,2
734,49,283,79.4,,False,False,19
735,49,295,62.1,,False,False,19
736,50,25,86.3,,False,False,8
737,50,59,44.1,,False,False,2
738,50,89,60.4,,False,False,10
739,50,108,86.9,,False,False,5
740,50,109,21.9,,False,False,15
741,50,114,0.0,,False,True,18
742,50,115,64.2,,False,False,9
743,50,132,57.9,,False,False,7
744,50,169,77.3,,False,False,16
745,50,210,84.3,,False,False,6
746,50,215,78.1,,False,False,7
747,50,224,69.3,,False,False,18
748,50,265,65.7,,False,False,7
749,50,283,58.8,,False,False,4
750,50,295,68.8,,False,False,16
751,51,25,0.0,,False,True,15
752,51,33,91.3,,False,False,5
753,51,71,50.1,,False,False,11
754,51,106,57.8,,False,False,14
755,51,108,63.6,,False,False,12
756,51,115,83.0,,False,False,19
757,51,133,0.0,,False,True,16
758,51,136,69.0,,False,False,4
759,51,210,82.7,,False,False,19
760,51,215,83.6,,True,False,15
761,51,224,75.7,,False,False,7
762,51,252,45.8,,False,False,15
763,51,270,94.9,,False,False,7
764,51,283,90.4,,False,False,2
765,51,295,66.1,,False,False,3
766,52,25,40.1,,False,False,6
767,52,33,36.9,,False,False,9
768,52,71,69.6,,False,False,9
769,52,106,52.4,,False,False,16
770,52,108,34.1,,False,False,3
771,52,115,36.6,,True,False,9
772,52,133,56.5,,False,False,5
773,52,136,68.5,,False,False,10
774,52,210,90.3,,False,False,5
775,52,215,73.7,,False,False,13
776,52,224,0.0,,False,True,7
777,52,252,58.1,,False,False,3
778,52,270,71.8,,False,False,1
779,52,283,70.2,,False,False,15
780,52,295,78.3,,False,False,6
781,53,25,64.3,,True,False,6
782,53,33,83.7,,False,False,11
783,53,71,79.8,,False,False,16
784,53,106,66.5,,False,False,20
785,53,108,62.9,,False,False,1
786,53,115,81.6,,False,False,9
787,53,133,52.2,,False,False,12
788,53,136,37.9,,False,False,13
789,53,210,0.0,,False,True,19
790,53,215,37.8,,False,False,18
791,53,224,50.7,,False,False,6
792,53,252,76.9,,False,False,13
793,53,270,57.4,,False,False,20
794,53,283,68.7,,False,False,9
795,53,295,56.1,,False,False,17
796,54,25,56.2,,False,False,15
797,54,33,46.5,,False,False,1
798,54,71,63.3,,False,False,15
799,54,106,61.8,,False,False,8
800,54,108,72.4,,False,False,3
801,54,115,70.2,,False,False,2
802,54,133,61.5,,False,False,19
803,54,136,37.9,,False,False,2
804,54,210,84.3,,False,False,17
805,54,215,63.5,,False,False,7
806,54,224,66.4,,False,False,5
807,54,252,93.8,,False,False,8
808,54,270,81.3,,False,False,14
809,54,283,73.0,,False,False,2
810,54,295,65.0,,False,False,19
811,55,25,64.8,,False,False,9
812,55,33,69.3,,False,False,1
813,55,71,72.3,,False,False,7
814,55,106,95.8,,False,False,5
815,55,108,100.0,,False,False,11
816,55,115,0.0,,False,True,7
817,55,133,0.0,,True,True,18
818,55,136,70.2,,False,False,10
