id,student_id,session_id,instructor_id,timestamp,status
348,298,25,2,2025-10-08T08:22:00,present
349,317,25,2,2025-10-08T08:25:00,present
350,318,25,2,2025-10-08T08:22:00,present
351,377,25,2,2025-10-08T08:04:00,present
352,7,26,2,2025-10-15T12:03:00,present
353,42,26,2,2025-10-15T12:24:00,present
354,44,26,2,2025-10-15T12:27:00,present
355,64,26,2,2025-10-15T12:13:00,present
356,67,26,2,2025-10-15T12:21:00,present
357,81,26,2,2025-10-15T12:18:00,absent
358,83,26,2,2025-10-15T12:15:00,present
359,90,26,2,2025-10-15T12:10:00,present
360,91,26,2,2025-10-15T12:15:00,present
361,130,26,2,2025-10-15T12:08:00,present
362,135,26,2,2025-10-15T12:22:00,present
363,211,26,2,2025-10-15T12:27:00,present
364,234,26,2,2025-10-15T12:20:00,absent
365,280,26,2,2025-10-15T12:06:00,present
366,298,26,2,2025-10-15T12:02:00,present
367,317,26,2,2025-10-15T12:01:00,present
368,318,26,2,2025-10-15T12:21:00,present
369,377,26,2,2025-10-15T12:26:00,present
370,7,27,2,2025-10-22T14:15:00,present
371,42,27,2,2025-10-22T14:18:00,late
372,44,27,2,2025-10-22T14:16:00,present
373,64,27,2,2025-10-22T14:24:00,present
374,67,27,2,2025-10-22T14:22:00,absent
375,72,27,2,2025-10-22T14:04:00,present
376,81,27,2,2025-10-22T14:03:00,absent
377,83,27,2,2025-10-22T14:07:00,present
378,90,27,2,2025-10-22T14:12:00,late
379,91,27,2,2025-10-22T14:27:00,present
380,130,27,2,2025-10-22T14:06:00,late
381,135,27,2,2025-10-22T14:06:00,absent
382,211,27,2,2025-10-22T14:21:00,present
383,234,27,2,2025-10-22T14:27:00,absent
384,280,27,2,2025-10-22T14:03:00,present
385,317,27,2,2025-10-22T14:23:00,present
386,34,28,9,2025-10-01T14:08:00,present
387,73,28,9,2025-10-01T14:14:00,present
388,77,28,9,2025-10-01T14:03:00,present
389,81,28,9,2025-10-01T14:02:00,present
390,83,28,9,2025-10-01T14:06:00,present
391,86,28,9,2025-10-01T14:16:00,late
392,88,28,9,2025-10-01T14:10:00,late
393,91,28,9,2025-10-01T14:03:00,present
394,130,28,9,2025-10-01T14:29:00,present
395,135,28,9,2025-10-01T14:09:00,present
396,140,28,9,2025-10-01T14:05:00,present
397,189,28,9,2025-10-01T14:16:00,present
398,190,28,9,2025-10-01T14:16:00,present
399,234,28,9,2025-10-01T14:21:00,present
400,298,28,9,2025-10-01T14:03:00,absent
401,342,28,9,2025-10-01T14:01:00,present
402,34,29,9,2025-10-08T14:18:00,present
403,67,29,9,2025-10-08T14:02:00,present
404,73,29,9,2025-10-08T14:08:00,present
405,77,29,9,2025-10-08T14:19:00,present
406,81,29,9,2025-10-08T14:12:00,present
407,83,29,9,2025-10-08T14:03:00,present
408,86,29,9,2025-10-08T14:26:00,present
409,88,29,9,2025-10-08T14:08:00,absent
410,90,29,9,2025-10-08T14:05:00,late
411,91,29,9,2025-10-08T14:11:00,present
412,112,29,9,2025-10-08T14:22:00,present
413,130,29,9,2025-10-08T14:23:00,present
414,140,29,9,2025-10-08T14:29:00,present
415,189,29,9,2025-10-08T14:15:00,present
416,190,29,9,2025-10-08T14:27:00,present
417,234,29,9,2025-10-08T14:07:00,present
418,297,29,9,2025-10-08T14:21:00,present
419,342,29,9,2025-10-08T14:28:00,present
420,34,30,9,2025-10-15T12:30:00,absent
421,73,30,9,2025-10-15T12:10:00,absent
422,81,30,9,2025-10-15T12:28:00,present
423,86,30,9,2025-10-15T12:27:00,present
424,90,30,9,2025-10-15T12:15:00,late
425,91,30,9,2025-10-15T12:15:00,present
426,112,30,9,2025-10-15T12:15:00,late
427,135,30,9,2025-10-15T12:18:00,present
428,140,30,9,2025-10-15T12:09:00,late
429,189,30,9,2025-10-15T12:16:00,present
430,190,30,9,2025-10-15T12:24:00,late
431,298,30,9,2025-10-15T12:23:00,absent
432,342,30,9,2025-10-15T12:15:00,present
433,34,31,9,2025-10-22T12:17:00,present
434,67,31,9,2025-10-22T12:15:00,absent
435,73,31,9,2025-10-22T12:14:00,present
436,81,31,9,2025-10-22T12:22:00,late
437,83,31,9,2025-10-22T12:16:00,present
438,86,31,9,2025-10-22T12:27:00,present
439,88,31,9,2025-10-22T12:26:00,present
440,90,31,9,2025-10-22T12:03:00,present
441,91,31,9,2025-10-22T12:16:00,late
442,112,31,9,2025-10-22T12:00:00,present
443,135,31,9,2025-10-22T12:07:00,present
444,140,31,9,2025-10-22T12:04:00,present
445,189,31,9,2025-10-22T12:00:00,present
446,190,31,9,2025-10-22T12:23:00,late
447,234,31,9,2025-10-22T12:13:00,absent
448,297,31,9,2025-10-22T12:23:00,present
449,342,31,9,2025-10-22T12:12:00,late
450,24,32,13,2025-10-01T10:30:00,late
451,34,32,13,2025-10-01T10:20:00,present
452,44,32,13,2025-10-01T10:28:00,absent
453,67,32,13,2025-10-01T10:30:00,present
454,73,32,13,2025-10-01T10:05:00,present
455,88,32,13,2025-10-01T10:21:00,late
456,90,32,13,2025-10-01T10:10:00,present
457,112,32,13,2025-10-01T10:13:00,late
458,135,32,13,2025-10-01T10:08:00,late
459,140,32,13,2025-10-01T10:01:00,present
460,150,32,13,2025-10-01T10:22:00,late
461,233,32,13,2025-10-01T10:19:00,present
462,280,32,13,2025-10-01T10:18:00,present
463,297,32,13,2025-10-01T10:25:00,present
464,298,32,13,2025-10-01T10:03:00,absent
465,317,32,13,2025-10-01T10:15:00,present
466,318,32,13,2025-10-01T10:04:00,present
467,320,32,13,2025-10-01T10:04:00,present
468,342,32,13,2025-10-01T10:09:00,present
469,377,32,13,2025-10-01T10:21:00,present
470,24,33,13,2025-10-08T10:15:00,present
471,34,33,13,2025-10-08T10:25:00,present
472,44,33,13,2025-10-08T10:14:00,present
473,73,33,13,2025-10-08T10:18:00,late
474,90,33,13,2025-10-08T10:00:00,present
475,112,33,13,2025-10-08T10:21:00,present
476,135,33,13,2025-10-08T10:01:00,absent
477,140,33,13,2025-10-08T10:11:00,present
478,150,33,13,2025-10-08T10:25:00,absent
479,233,33,13,2025-10-08T10:21:00,present
480,234,33,13,2025-10-08T10:17:00,late
481,280,33,13,2025-10-08T10:02:00,present
482,297,33,13,2025-10-08T10:04:00,present
483,298,33,13,2025-10-08T10:06:00,present
484,317,33,13,2025-10-08T10:29:00,late
485,320,33,13,2025-10-08T10:15:00,present
486,342,33,13,2025-10-08T10:07:00,present
487,377,33,13,2025-10-08T10:20:00,late
488,24,34,13,2025-10-15T10:12:00,late
489,34,34,13,2025-10-15T10:03:00,present
490,44,34,13,2025-10-15T10:29:00,late
491,67,34,13,2025-10-15T10:09:00,late
492,73,34,13,2025-10-15T10:13:00,present
493,88,34,13,2025-10-15T10:10:00,present
494,90,34,13,2025-10-15T10:04:00,present
495,112,34,13,2025-10-15T10:06:00,present
496,135,34,13,2025-10-15T10:13:00,present
497,140,34,13,2025-10-15T10:09:00,present
498,150,34,13,2025-10-15T10:09:00,present
499,233,34,13,2025-10-15T10:20:00,present
500,234,34,13,2025-10-15T10:05:00,present
501,280,34,13,2025-10-15T10:28:00,late
502,297,34,13,2025-10-15T10:03:00,absent
503,317,34,13,2025-10-15T10:10:00,present
504,318,34,13,2025-10-15T10:21:00,absent
505,320,34,13,2025-10-15T10:14:00,present
506,342,34,13,2025-10-15T10:14:00,present
507,377,34,13,2025-10-15T10:13:00,present
508,24,35,13,2025-10-22T10:29:00,present
509,34,35,13,2025-10-22T10:30:00,late
510,44,35,13,2025-10-22T10:02:00,present
511,67,35,13,2025-10-22T10:19:00,present
512,73,35,13,2025-10-22T10:25:00,present
513,88,35,13,2025-10-22T10:16:00,present
514,90,35,13,2025-10-22T10:19:00,present
515,112,35,13,2025-10-22T10:18:00,present
516,135,35,13,2025-10-22T10:01:00,present
517,140,35,13,2025-10-22T10:12:00,late
518,233,35,13,2025-10-22T10:14:00,absent
519,234,35,13,2025-10-22T10:27:00,present
520,280,35,13,2025-10-22T10:26:00,absent
521,317,35,13,2025-10-22T10:20:00,present
522,320,35,13,2025-10-22T10:26:00,present
523,342,35,13,2025-10-22T10:15:00,present
524,377,35,13,2025-10-22T10:27:00,present
525,34,36,13,2025-10-29T12:21:00,absent
526,44,36,13,2025-10-29T12:22:00,present
527,73,36,13,2025-10-29T12:04:00,present
528,88,36,13,2025-10-29T12:30:00,present
529,90,36,13,2025-10-29T12:07:00,present
530,112,36,13,2025-10-29T12:20:00,late
531,135,36,13,2025-10-29T12:09:00,present
532,140,36,13,2025-10-29T12:23:00,present
533,150,36,13,2025-10-29T12:00:00,present
534,233,36,13,2025-10-29T12:19:00,present
535,234,36,13,2025-10-29T12:03:00,present
536,297,36,13,2025-10-29T12:28:00,present
537,318,36,13,2025-10-29T12:15:00,present
538,342,36,13,2025-10-29T12:12:00,present
539,34,37,13,2025-11-05T08:05:00,late
540,44,37,13,2025-11-05T08:26:00,late
541,67,37,13,2025-11-05T08:08:00,present
542,73,37,13,2025-11-05T08:21:00,present
543,88,37,13,2025-11-05T08:21:00,present
544,90,37,13,2025-11-05T08:13:00,late
545,150,37,13,2025-11-05T08:07:00,present
546,233,37,13,2025-11-05T08:23:00,present
547,234,37,13,2025-11-05T08:06:00,present
548,280,37,13,2025-11-05T08:09:00,present
549,297,37,13,2025-11-05T08:03:00,present
550,298,37,13,2025-11-05T08:15:00,present
551,317,37,13,2025-11-05T08:08:00,present
552,318,37,13,2025-11-05T08:22:00,present
553,320,37,13,2025-11-05T08:14:00,present
554,342,37,13,2025-11-05T08:13:00,present
555,24,38,13,2025-11-12T12:03:00,present
556,34,38,13,2025-11-12T12:00:00,present
557,44,38,13,2025-11-12T12:01:00,present
558,67,38,13,2025-11-12T12:28:00,present
559,73,38,13,2025-11-12T12:14:00,late
560,90,38,13,2025-11-12T12:30:00,present
561,135,38,13,2025-11-12T12:14:00,present
562,140,38,13,2025-11-12T12:05:00,present
563,150,38,13,2025-11-12T12:27:00,present
564,233,38,13,2025-11-12T12:06:00,present
565,234,38,13,2025-11-12T12:22:00,present
566,280,38,13,2025-11-12T12:16:00,present
567,298,38,13,2025-11-12T12:11:00,late
568,317,38,13,2025-11-12T12:18:00,present
569,318,38,13,2025-11-12T12:22:00,late
570,320,38,13,2025-11-12T12:04:00,late
571,342,38,13,2025-11-12T12:24:00,present
572,377,38,13,2025-11-12T12:29:00,absent
573,25,39,17,2025-10-01T14:29:00,present
574,89,39,17,2025-10-01T14:15:00,absent
575,169,39,17,2025-10-01T14:15:00,present
576,210,39,17,2025-10-01T14:05:00,present
577,215,39,17,2025-10-01T14:29:00,present
578,283,39,17,2025-10-01T14:21:00,present
579,312,39,17,2025-10-01T14:04:00,present
580,315,39,17,2025-10-01T14:18:00,present
581,321,39,17,2025-10-01T14:11:00,present
582,325,39,17,2025-10-01T14:26:00,present
583,333,39,17,2025-10-01T14:01:00,present
584,397,39,17,2025-10-01T14:07:00,present
585,169,40,17,2025-10-08T10:15:00,absent
586,210,40,17,2025-10-08T10:07:00,late
587,215,40,17,2025-10-08T10:25:00,absent
588,283,40,17,2025-10-08T10:25:00,present
589,312,40,17,2025-10-08T10:28:00,present
590,315,40,17,2025-10-08T10:23:00,present
591,321,40,17,2025-10-08T10:24:00,late
592,325,40,17,2025-10-08T10:29:00,present
593,355,40,17,2025-10-08T10:03:00,present
594,25,41,17,2025-10-15T14:14:00,present
595,89,41,17,2025-10-15T14:19:00,absent
596,169,41,17,2025-10-15T14:00:00,present
597,210,41,17,2025-10-15T14:10:00,present
598,283,41,17,2025-10-15T14:04:00,present
599,312,41,17,2025-10-15T14:18:00,present
600,315,41,17,2025-10-15T14:06:00,present
601,321,41,17,2025-10-15T14:14:00,present
602,325,41,17,2025-10-15T14:07:00,present
603,333,41,17,2025-10-15T14:05:00,late
604,355,41,17,2025-10-15T14:16:00,present
