id,session_id,timestamp,action_type,path,description,details_json
25,sess-004fba1ac7ac61d4,2025-12-28T00:00:00,VIEW,/grades,User interaction event,
26,sess-8b34a7b2ddc254a7,2025-12-29T00:00:00,NAVIGATE,/monitoring,User interaction event,
27,sess-10a74318e95442af,2026-03-21T00:00:00,VIEW,/monitoring,User interaction event,
28,sess-9c484a11364f8410,2026-02-08T00:00:00,NAVIGATE,/courses,User interaction event,
29,sess-35e73ec8dcea2396,2026-04-25T00:00:00,ACTION,/courses,User interaction event,
30,sess-898b7d233861a7ad,2026-02-05T00:00:00,NAVIGATE,/grades,User interaction event,
31,sess-9fcf80693dc90565,2026-03-11T00:00:00,ACTION,/settings,User interaction event,
32,sess-8bd2851382d1dea7,2026-01-01T00:00:00,VIEW,/settings,User interaction event,
33,sess-db784b76262e8744,2025-11-03T00:00:00,VIEW,/students,User interaction event,
34,sess-0310b0c50ad3c602,2026-03-30T00:00:00,ACTION,/attendance,User interaction event,
35,sess-abf623bfda0a3d4d,2026-02-01T00:00:00,VIEW,/courses,User interaction event,
36,sess-add6e5c861a795dc,2025-12-10T00:00:00,ACTION,/courses,User interaction event,
37,sess-860a437a24a7910c,2025-12-02T00:00:00,NAVIGATE,/courses,User interaction event,
38,sess-45aeeccaab172666,2025-12-12T00:00:00,NAVIGATE,/dashboard,User interaction event,
39,sess-a5f03a5c7483330d,2025-10-03T00:00:00,ACTION,/grades,User interaction event,
40,sess-aed2aa963b7afcbe,2026-02-08T00:00:00,FILTER,/attendance,User interaction event,
41,sess-5e6bb8cb19782249,2026-02-17T00:00:00,ACTION,/students,User interaction event,
42,sess-63b9d14ce1af3f50,2026-03-21T00:00:00,ACTION,/courses,User interaction event,
43,sess-36e3aa59b868e13e,2026-04-24T00:00:00,FILTER,/attendance,User interaction event,
44,sess-56d72ba6cc1f1748,2026-03-01T00:00:00,FILTER,/settings,User interaction event,
45,sess-64453cab68fe26b3,2025-12-30T00:00:00,VIEW,/monitoring,User interaction event,
46,sess-b824192917837989,2025-10-06T00:00:00,NAVIGATE,/students,User interaction event,
47,sess-3b5a5b9be0e5bb32,2025-10-06T00:00:00,VIEW,/dashboard,User interaction event,
48,sess-e5c2ce3611a15783,2025-11-10T00:00:00,VIEW,/courses,User interaction event,
49,sess-924f8c3168d7d5f1,2026-04-06T00:00:00,FILTER,/grades,User interaction event,
50,sess-a5f03a5c7483330d,2025-10-12T00:00:00,NAVIGATE,/settings,User interaction event,
51,sess-a5f03a5c7483330d,2025-10-16T00:00:00,FILTER,/students,User interaction event,
52,sess-8eb6be763ede3b9b,2026-04-09T00:00:00,VIEW,/attendance,User interaction event,
53,sess-35e73ec8dcea2396,2026-01-21T00:00:00,FILTER,/attendance,User interaction event,
54,sess-340a2f5d974fbe64,2026-01-01T00:00:00,NAVIGATE,/monitoring,User interaction event,
55,sess-aef26f3f7869029d,2025-12-15T00:00:00,FILTER,/dashboard,User interaction event,
56,sess-9fcf80693dc90565,2026-01-09T00:00:00,NAVIGATE,/students,User interaction event,
57,sess-1a12bcdfbb4672cc,2026-01-04T00:00:00,NAVIGATE,/monitoring,User interaction event,
58,sess-6a3616a98b767b28,2026-04-10T00:00:00,VIEW,/students,User interaction event,
59,sess-88091bd6acd76ed0,2026-03-12T00:00:00,VIEW,/courses,User interaction event,
60,sess-35a9676a0f0f4e01,2026-01-26T00:00:00,VIEW,/students,User interaction event,
61,sess-9fcf80693dc90565,2025-12-02T00:00:00,ACTION,/dashboard,User interaction event,
62,sess-d88652e5cc601c7e,2026-03-01T00:00:00,VIEW,/grades,User interaction event,
63,sess-f6ab754bcc80bdbd,2026-04-04T00:00:00,VIEW,/courses,User interaction event,
64,sess-d614fec4db89462f,2026-03-04T00:00:00,VIEW,/monitoring,User interaction event,
65,sess-4d4dd8b51a381aea,2025-12-30T00:00:00,ACTION,/monitoring,User interaction event,
66,sess-e903935d6f0ec3ac,2025-10-30T00:00:00,FILTER,/attendance,User interaction event,
67,sess-cbe21ce002244cb3,2025-11-19T00:00:00,NAVIGATE,/attendance,User interaction event,
68,sess-39fabd88ce057619,2025-12-13T00:00:00,FILTER,/attendance,User interaction event,
69,sess-dcade1ddeb0baa7a,2025-10-28T00:00:00,FILTER,/students,User interaction event,
70,sess-a1e7601004b3cb9e,2026-03-24T00:00:00,VIEW,/dashboard,User interaction event,
71,sess-066dc67d4c6da657,2025-11-24T00:00:00,FILTER,/attendance,User interaction event,
72,sess-325cc6b414998ee4,2025-11-03T00:00:00,ACTION,/attendance,User interaction event,
73,sess-961597cf29b95987,2026-01-27T00:00:00,ACTION,/settings,User interaction event,
74,sess-3ae3ee44ef8910fd,2026-03-31T00:00:00,NAVIGATE,/settings,User interaction event,
75,sess-325cc6b414998ee4,2025-12-10T00:00:00,NAVIGATE,/courses,User interaction event,
76,sess-dcade1ddeb0baa7a,2026-01-08T00:00:00,VIEW,/monitoring,User interaction event,
77,sess-36e3aa59b868e13e,2025-10-26T00:00:00,NAVIGATE,/students,User interaction event,
78,sess-3f969b2715dcd6d6,2026-01-05T00:00:00,FILTER,/grades,User interaction event,
79,sess-ed0b00b0ad0b3056,2025-11-01T00:00:00,NAVIGATE,/courses,User interaction event,
80,sess-f2a829a49fd17d0a,2025-11-04T00:00:00,FILTER,/grades,User interaction event,
81,sess-bc590617be7d9ba2,2026-03-04T00:00:00,FILTER,/dashboard,User interaction event,
82,sess-aef26f3f7869029d,2026-04-17T00:00:00,VIEW,/monitoring,User interaction event,
83,sess-3394dc74d19de24b,2025-12-26T00:00:00,VIEW,/students,User interaction event,
84,sess-aeb40e57cdb33244,2026-04-02T00:00:00,FILTER,/attendance,User interaction event,
85,sess-add6e5c861a795dc,2026-01-16T00:00:00,ACTION,/attendance,User interaction event,
86,sess-3ae3ee44ef8910fd,2025-11-16T00:00:00,FILTER,/grades,User interaction event,
87,sess-03e8659268569f23,2025-12-21T00:00:00,VIEW,/students,User interaction event,
88,sess-8a959bf14c4f4ffd,2025-11-28T00:00:00,ACTION,/students,User interaction event,
89,sess-bff53c5694cd9075,2026-04-20T00:00:00,FILTER,/monitoring,User interaction event,
90,sess-70ead14bf6764dcb,2026-02-11T00:00:00,FILTER,/grades,User interaction event,
91,sess-399b5d8181f56a36,2026-04-16T00:00:00,FILTER,/dashboard,User interaction event,
92,sess-fdce8df6e82b2e70,2025-10-31T00:00:00,NAVIGATE,/dashboard,User interaction event,
93,sess-7d91757aad2a4605,2026-01-06T00:00:00,NAVIGATE,/attendance,User interaction event,
94,sess-70ead14bf6764dcb,2026-04-12T00:00:00,FILTER,/dashboard,User interaction event,
95,sess-8dcf7215c0cbe432,2025-11-19T00:00:00,VIEW,/monitoring,User interaction event,
96,sess-b5841049e98ca0e0,2026-01-07T00:00:00,ACTION,/settings,User interaction event,
97,sess-e105dd785f3734a0,2025-11-25T00:00:00,ACTION,/dashboard,User interaction event,
98,sess-1cd3410fabb3f2ae,2025-12-31T00:00:00,ACTION,/students,User interaction event,
99,sess-a29c5e4195d7769e,2025-10-07T00:00:00,VIEW,/students,User interaction event,
100,sess-f2a829a49fd17d0a,2026-02-21T00:00:00,FILTER,/dashboard,User interaction event,
101,sess-ee3fb7f783d75dcc,2026-01-25T00:00:00,FILTER,/dashboard,User interaction event,
102,sess-325cc6b414998ee4,2026-04-26T00:00:00,VIEW,/dashboard,User interaction event,
103,sess-e5ae689140dbefb4,2026-03-09T00:00:00,FILTER,/settings,User interaction event,
104,sess-6a3616a98b767b28,2026-01-28T00:00:00,ACTION,/settings,User interaction event,
105,sess-8b34a7b2ddc254a7,2025-10-27T00:00:00,FILTER,/grades,User interaction event,
106,sess-e5ae689140dbefb4,2025-11-19T00:00:00,VIEW,/dashboard,User interaction event,
107,sess-63b9d14ce1af3f50,2025-12-19T00:00:00,VIEW,/dashboard,User interaction event,
108,sess-6dc1aee6ade00297,2025-11-10T00:00:00,ACTION,/monitoring,User interaction event,
109,sess-4a2039883146f81d,2026-03-05T00:00:00,NAVIGATE,/grades,User interaction event,
110,sess-ae66a0c39ac548f9,2026-01-14T00:00:00,NAVIGATE,/dashboard,User interaction event,
111,sess-ccabd5803c6bb03d,2025-10-16T00:00:00,ACTION,/students,User interaction event,
112,sess-4e7fe7cf42d3cef5,2025-10-08T00:00:00,ACTION,/dashboard,User interaction event,
113,sess-d639a6780808d1d9,2026-04-11T00:00:00,NAVIGATE,/grades,User interaction event,
114,sess-0451370697467b22,2026-04-11T00:00:00,VIEW,/courses,User interaction event,
115,sess-ac3f3496645ca085,2025-12-02T00:00:00,VIEW,/grades,User interaction event,
116,sess-df7f5137a6f64ca6,2026-04-16T00:00:00,NAVIGATE,/students,User interaction event,
117,sess-6336b845afbb76d8,2025-11-23T00:00:00,NAVIGATE,/settings,User interaction event,
118,sess-5575452b82a588b3,2026-04-26T00:00:00,ACTION,/courses,User interaction event,
119,sess-c548d56688ddc21f,2026-01-26T00:00:00,VIEW,/attendance,User interaction event,
120,sess-8ad446174af14563,2025-10-08T00:00:00,FILTER,/students,User interaction event,
121,sess-54157c5e2ed90063,2025-10-04T00:00:00,NAVIGATE,/settings,User interaction event,
122,sess-a5f03a5c7483330d,2025-10-01T00:00:00,VIEW,/dashboard,User interaction event,
123,sess-e5c2ce3611a15783,2025-12-26T00:00:00,NAVIGATE,/students,User interaction event,
124,sess-bff53c5694cd9075,2025-12-11T00:00:00,NAVIGATE,/students,User interaction event,
125,sess-a5390e763b6b2a54,2025-10-13T00:00:00,ACTION,/grades,User interaction event,
126,sess-1f08edb286962f06,2026-02-17T00:00:00,ACTION,/attendance,User interaction event,
127,sess-ebfb28fe729fbdd0,2025-12-29T00:00:00,ACTION,/courses,User interaction event,
128,sess-e105dd785f3734a0,2026-03-24T00:00:00,VIEW,/dashboard,User interaction event,
129,sess-860a437a24a7910c,2025-12-26T00:00:00,NAVIGATE,/courses,User interaction event,
130,sess-9588262e17e1d079,2025-10-12T00:00:00,VIEW,/grades,User interaction event,
131,sess-70ead14bf6764dcb,2025-11-15T00:00:00,FILTER,/attendance,User interaction event,
132,sess-df7f5137a6f64ca6,2026-03-09T00:00:00,VIEW,/monitoring,User interaction event,
133,sess-2084e8d6f2961add,2025-11-02T00:00:00,ACTION,/students,User interaction event,
134,sess-d4c17016fb517e3c,2026-01-18T00:00:00,VIEW,/dashboard,User interaction event,
135,sess-55fd0a689b21f87b,2025-11-01T00:00:00,VIEW,/settings,User interaction event,
136,sess-d46c838494614219,2025-11-04T00:00:00,NAVIGATE,/courses,User interaction event,
137,sess-1153480cbf9d3459,2026-03-16T00:00:00,VIEW,/settings,User interaction event,
138,sess-ecfabc5beaa84509,2025-12-22T00:00:00,NAVIGATE,/monitoring,User interaction event,
139,sess-d46c838494614219,2025-12-06T00:00:00,ACTION,/students,User interaction event,
140,sess-14e63d475270821b,2026-02-02T00:00:00,ACTION,/courses,User interaction event,
141,sess-ecfabc5beaa84509,2025-11-19T00:00:00,VIEW,/grades,User interaction event,
142,sess-209a1950e6623542,2026-02-24T00:00:00,VIEW,/dashboard,User interaction event,
143,sess-f87e19264e2e96d2,2026-04-19T00:00:00,ACTION,/attendance,User interaction event,
144,sess-8dcf7215c0cbe432,2025-10-09T00:00:00,ACTION,/grades,User interaction event,
145,sess-ec8d984615858e95,2026-02-21T00:00:00,ACTION,/grades,User interaction event,
146,sess-96e900929b9cc6c4,2026-04-07T00:00:00,VIEW,/grades,User interaction event,
147,sess-a1d4750fdf6cc4a7,2026-01-23T00:00:00,VIEW,/grades,User interaction event,
148,sess-bad1fc10bfe2b6eb,2026-04-11T00:00:00,NAVIGATE,/dashboard,User interaction event,
149,sess-d5b00925e611a6ef,2026-03-15T00:00:00,ACTION,/attendance,User interaction event,
150,sess-635cde176dee0a93,2025-11-08T00:00:00,ACTION,/courses,User interaction event,
151,sess-cb7917d6df6a374a,2026-02-07T00:00:00,ACTION,/grades,User interaction event,
152,sess-6336b845afbb76d8,2026-03-17T00:00:00,ACTION,/grades,User interaction event,
153,sess-4d22a42256fd7c5a,2025-12-21T00:00:00,FILTER,/attendance,User interaction event,
154,sess-e5ae689140dbefb4,2025-10-14T00:00:00,NAVIGATE,/students,User interaction event,
155,sess-0310b0c50ad3c602,2026-02-25T00:00:00,FILTER,/settings,User interaction event,
156,sess-a29c5e4195d7769e,2026-01-19T00:00:00,VIEW,/courses,User interaction event,
157,sess-ec8d984615858e95,2026-03-21T00:00:00,FILTER,/courses,User interaction event,
158,sess-81f205ea0b89c09c,2026-01-21T00:00:00,NAVIGATE,/courses,User interaction event,
159,sess-70ead14bf6764dcb,2025-10-01T00:00:00,VIEW,/dashboard,User interaction event,
160,sess-0226fa95b26ad1ff,2026-03-10T00:00:00,FILTER,/attendance,User interaction event,
161,sess-fdce8df6e82b2e70,2025-10-18T00:00:00,ACTION,/courses,User interaction event,
162,sess-2084e8d6f2961add,2026-04-20T00:00:00,FILTER,/attendance,User interaction event,
163,sess-1741f526ee338df0,2026-02-28T00:00:00,FILTER,/settings,User interaction event,
164,sess-e6309b810a516c54,2026-04-17T00:00:00,FILTER,/monitoring,User interaction event,
165,sess-cbe21ce002244cb3,2025-11-10T00:00:00,ACTION,/students,User interaction event,
166,sess-e105dd785f3734a0,2026-04-17T00:00:00,ACTION,/dashboard,User interaction event,
167,sess-c176a98d23451e10,2026-01-02T00:00:00,ACTION,/attendance,User interaction event,
168,sess-a4de0be340c35b5d,2025-10-19T00:00:00,FILTER,/settings,User interaction event,
169,sess-81f205ea0b89c09c,2025-10-02T00:00:00,NAVIGATE,/grades,User interaction event,
170,sess-add6e5c861a795dc,2025-12-27T00:00:00,ACTION,/monitoring,User interaction event,
171,sess-e903935d6f0ec3ac,2026-02-25T00:00:00,VIEW,/settings,User interaction event,
172,sess-860a437a24a7910c,2025-10-30T00:00:00,VIEW,/students,User interaction event,
173,sess-c176a98d23451e10,2026-03-30T00:00:00,VIEW,/students,User interaction event,
174,sess-e105dd785f3734a0,2026-04-17T00:00:00,ACTION,/attendance,User interaction event,
175,sess-4103ed26c9d54d5b,2025-10-02T00:00:00,NAVIGATE,/settings,User interaction event,
176,sess-9588262e17e1d079,2026-02-03T00:00:00,FILTER,/attendance,User interaction event,
177,sess-938f06fb4bf1caf5,2026-03-05T00:00:00,NAVIGATE,/monitoring,User interaction event,
178,sess-10a74318e95442af,2025-10-08T00:00:00,FILTER,/courses,User interaction event,
179,sess-87d92a501208e015,2025-12-02T00:00:00,ACTION,/courses,User interaction event,
180,sess-938f06fb4bf1caf5,2025-11-18T00:00:00,FILTER,/grades,User interaction event,
181,sess-e2c8dd12e94b21e8,2025-12-22T00:00:00,ACTION,/monitoring,User interaction event,
182,sess-36f3fcac3096d82d,2025-12-08T00:00:00,ACTION,/settings,User interaction event,
183,sess-75f984ad8b6d02fb,2026-04-24T00:00:00,ACTION,/settings,User interaction event,
184,sess-35e73ec8dcea2396,2026-04-07T00:00:00,ACTION,/settings,User interaction event,
185,sess-898b7d233861a7ad,2026-01-18T00:00:00,NAVIGATE,/dashboard,User interaction event,
186,sess-d88652e5cc601c7e,2025-12-09T00:00:00,ACTION,/dashboard,User interaction event,
187,sess-0310b0c50ad3c602,2026-04-20T00:00:00,FILTER,/students,User interaction event,
188,sess-28aed42565026a2b,2025-10-09T00:00:00,NAVIGATE,/settings,User interaction event,
189,sess-0310b0c50ad3c602,2026-04-06T00:00:00,NAVIGATE,/monitoring,User interaction event,
190,sess-ecfabc5beaa84509,2026-02-02T00:00:00,VIEW,/courses,User interaction event,
191,sess-54157c5e2ed90063,2026-01-08T00:00:00,ACTION,/dashboard,User interaction event,
192,sess-ecfabc5beaa84509,2026-04-05T00:00:00,ACTION,/students,User interaction event,
193,sess-d4c17016fb517e3c,2026-03-29T00:00:00,ACTION,/attendance,User interaction event,
194,sess-a4de0be340c35b5d,2025-10-21T00:00:00,VIEW,/attendance,User interaction event,
195,sess-39fabd88ce057619,2026-02-03T00:00:00,VIEW,/settings,User interaction event,
196,sess-f2a829a49fd17d0a,2026-04-08T00:00:00,VIEW,/courses,User interaction event,
197,sess-4a2039883146f81d,2026-02-06T00:00:00,ACTION,/attendance,User interaction event,
198,sess-3b5a5b9be0e5bb32,2026-02-12T00:00:00,FILTER,/courses,User interaction event,
199,sess-c48a6e6bbc05f158,2026-02-16T00:00:00,ACTION,/courses,User interaction event,
200,sess-ef7d6896982c6028,2025-12-10T00:00:00,FILTER,/attendance,User interaction event,
201,sess-e903935d6f0ec3ac,2026-01-01T00:00:00,FILTER,/monitoring,User interaction event,
202,sess-e55234df571c7f25,2025-12-04T00:00:00,NAVIGATE,/monitoring,User interaction event,
203,sess-bff53c5694cd9075,2026-03-04T00:00:00,ACTION,/students,User interaction event,
204,sess-399b5d8181f56a36,2025-11-23T00:00:00,VIEW,/monitoring,User interaction event,
205,sess-1720b01a31596d6b,2025-11-14T00:00:00,NAVIGATE,/monitoring,User interaction event,
206,sess-066dc67d4c6da657,2025-11-04T00:00:00,FILTER,/monitoring,User interaction event,
207,sess-cb74072b2afe30ae,2026-02-25T00:00:00,FILTER,/dashboard,User interaction event,
208,sess-a1d4750fdf6cc4a7,2026-02-22T00:00:00,NAVIGATE,/dashboard,User interaction event,
209,sess-56d72ba6cc1f1748,2026-03-28T00:00:00,NAVIGATE,/students,User interaction event,
210,sess-7d91757aad2a4605,2026-03-19T00:00:00,NAVIGATE,/courses,User interaction event,
211,sess-bc590617be7d9ba2,2025-12-09T00:00:00,VIEW,/settings,User interaction event,
212,sess-b751415e596e9b55,2026-01-16T00:00:00,ACTION,/settings,User interaction event,
213,sess-0226fa95b26ad1ff,2025-10-19T00:00:00,VIEW,/settings,User interaction event,
214,sess-325cc6b414998ee4,2025-12-08T00:00:00,NAVIGATE,/monitoring,User interaction event,
215,sess-56d72ba6cc1f1748,2026-03-16T00:00:00,ACTION,/attendance,User interaction event,
216,sess-f2a829a49fd17d0a,2025-12-15T00:00:00,VIEW,/attendance,User interaction event,
217,sess-f0984085c5ba9878,2026-02-28T00:00:00,FILTER,/grades,User interaction event,
218,sess-0fe52d2e767d196d,2025-10-26T00:00:00,ACTION,/monitoring,User interaction event,
219,sess-63b9d14ce1af3f50,2025-12-19T00:00:00,VIEW,/attendance,User interaction event,
220,sess-938f06fb4bf1caf5,2026-01-11T00:00:00,ACTION,/settings,User interaction event,
221,sess-325cc6b414998ee4,2026-01-24T00:00:00,ACTION,/courses,User interaction event,
222,sess-e5ae689140dbefb4,2026-04-03T00:00:00,ACTION,/attendance,User interaction event,
223,sess-9eab6802713d8814,2025-12-04T00:00:00,ACTION,/attendance,User interaction event,
224,sess-898b7d233861a7ad,2026-02-21T00:00:00,VIEW,/students,User interaction event,
225,sess-2198f03184e9ff39,2026-02-06T00:00:00,VIEW,/settings,User interaction event,
226,sess-635cde176dee0a93,2025-11-05T00:00:00,ACTION,/courses,User interaction event,
227,sess-19dc83a8dcc7f281,2025-12-22T00:00:00,FILTER,/dashboard,User interaction event,
228,sess-abf623bfda0a3d4d,2026-01-02T00:00:00,NAVIGATE,/courses,User interaction event,
229,sess-1720b01a31596d6b,2026-03-09T00:00:00,ACTION,/grades,User interaction event,
230,sess-340a2f5d974fbe64,2026-03-01T00:00:00,ACTION,/students,User interaction event,
231,sess-e5c2ce3611a15783,2026-01-01T00:00:00,VIEW,/monitoring,User interaction event,
232,sess-6386db99124b9402,2025-11-06T00:00:00,FILTER,/dashboard,User interaction event,
233,sess-1252eeea23f5ddc4,2025-10-20T00:00:00,VIEW,/monitoring,User interaction event,
234,sess-7b332bdf955b9d07,2026-01-15T00:00:00,FILTER,/grades,User interaction event,
235,sess-36f3fcac3096d82d,2026-01-28T00:00:00,FILTER,/monitoring,User interaction event,
236,sess-aeb40e57cdb33244,2026-01-19T00:00:00,VIEW,/dashboard,User interaction event,
237,sess-ab42aa18ea0ddda6,2026-01-06T00:00:00,ACTION,/students,User interaction event,
238,sess-d614fec4db89462f,2026-01-15T00:00:00,ACTION,/students,User interaction event,
239,sess-0451370697467b22,2025-10-10T00:00:00,FILTER,/students,User interaction event,
240,sess-ef346adab309c699,2025-12-05T00:00:00,FILTER,/dashboard,User interaction event,
241,sess-004fba1ac7ac61d4,2025-10-23T00:00:00,FILTER,/grades,User interaction event,
242,sess-04baae93dc792568,2025-12-01T00:00:00,NAVIGATE,/dashboard,User interaction event,
243,sess-14e63d475270821b,2025-10-29T00:00:00,VIEW,/monitoring,User interaction event,
244,sess-4103ed26c9d54d5b,2026-01-11T00:00:00,VIEW,/courses,User interaction event,
245,sess-d4c17016fb517e3c,2026-02-14T00:00:00,VIEW,/courses,User interaction event,
246,sess-b5841049e98ca0e0,2026-02-05T00:00:00,VIEW,/courses,User interaction event,
247,sess-340a2f5d974fbe64,2026-03-28T00:00:00,VIEW,/courses,User interaction event,
248,sess-35a9676a0f0f4e01,2026-02-23T00:00:00,ACTION,/dashboard,User interaction event,
249,sess-e105dd785f3734a0,2025-10-20T00:00:00,VIEW,/students,User interaction event,
250,sess-df7f5137a6f64ca6,2026-03-05T00:00:00,ACTION,/courses,User interaction event,
251,sess-fdce8df6e82b2e70,2026-01-25T00:00:00,FILTER,/courses,User interaction event,
252,sess-87d92a501208e015,2026-01-24T00:00:00,FILTER,/monitoring,User interaction event,
253,sess-d4c17016fb517e3c,2026-01-25T00:00:00,NAVIGATE,/monitoring,User interaction event,
254,sess-04baae93dc792568,2025-12-24T00:00:00,VIEW,/attendance,User interaction event,
255,sess-f87e19264e2e96d2,2026-03-08T00:00:00,ACTION,/students,User interaction event,
256,sess-774be38ebbab7950,2025-11-22T00:00:00,VIEW,/monitoring,User interaction event,
257,sess-15e28a930e4d4b86,2026-02-15T00:00:00,ACTION,/monitoring,User interaction event,
258,sess-37901bb2a4284c44,2025-10-18T00:00:00,ACTION,/monitoring,User interaction event,
259,sess-aed2aa963b7afcbe,2025-11-06T00:00:00,VIEW,/monitoring,User interaction event,
260,sess-bf45e1efa4e6d13a,2025-10-12T00:00:00,NAVIGATE,/grades,User interaction event,
261,sess-9e2b2073ef13cc3b,2026-04-10T00:00:00,NAVIGATE,/settings,User interaction event,
262,sess-6b2682312710587d,2026-01-19T00:00:00,FILTER,/courses,User interaction event,
263,sess-f87e19264e2e96d2,2026-03-04T00:00:00,VIEW,/monitoring,User interaction event,
264,sess-50887b0d3641cfd8,2026-01-16T00:00:00,FILTER,/grades,User interaction event,
265,sess-54157c5e2ed90063,2026-01-09T00:00:00,VIEW,/students,User interaction event,
266,sess-1252eeea23f5ddc4,2026-02-12T00:00:00,VIEW,/settings,User interaction event,
267,sess-c548d56688ddc21f,2026-02-02T00:00:00,ACTION,/students,User interaction event,
268,sess-a5f03a5c7483330d,2026-02-01T00:00:00,NAVIGATE,/dashboard,User interaction event,
269,sess-f2a829a49fd17d0a,2025-11-03T00:00:00,ACTION,/settings,User interaction event,
270,sess-bad1fc10bfe2b6eb,2026-03-05T00:00:00,NAVIGATE,/monitoring,User interaction event,
271,sess-8ad446174af14563,2025-12-20T00:00:00,FILTER,/settings,User interaction event,
272,sess-2198f03184e9ff39,2025-11-18T00:00:00,ACTION,/students,User interaction event,
273,sess-7a5c13538b63fe50,2025-11-02T00:00:00,NAVIGATE,/settings,User interaction event,
274,sess-36e3aa59b868e13e,2026-03-13T00:00:00,NAVIGATE,/grades,User interaction event,
275,sess-7b332bdf955b9d07,2026-03-12T00:00:00,VIEW,/courses,User interaction event,
276,sess-bff53c5694cd9075,2026-04-22T00:00:00,ACTION,/students,User interaction event,
277,sess-d614fec4db89462f,2026-04-27T00:00:00,VIEW,/attendance,User interaction event,
278,sess-d46c838494614219,2025-11-16T00:00:00,FILTER,/dashboard,User interaction event,
279,sess-5308f2b05e86ae2e,2026-01-09T00:00:00,VIEW,/attendance,User interaction event,
280,sess-c1a6b7f09e814ddd,2025-11-25T00:00:00,FILTER,/grades,User interaction event,
281,sess-8bd2851382d1dea7,2026-03-23T00:00:00,VIEW,/dashboard,User interaction event,
282,sess-b5841049e98ca0e0,2025-11-09T00:00:00,VIEW,/students,User interaction event,
283,sess-bff53c5694cd9075,2025-11-03T00:00:00,ACTION,/students,User interaction event,
284,sess-4fdde31371b656ee,2025-12-01T00:00:00,NAVIGATE,/courses,User interaction event,
285,sess-50341ef8782395c7,2025-11-30T00:00:00,NAVIGATE,/monitoring,User interaction event,
286,sess-3ca4d21c49232e92,2025-12-20T00:00:00,VIEW,/settings,User interaction event,
287,sess-09149f53b3ca78bd,2026-04-12T00:00:00,VIEW,/dashboard,User interaction event,
288,sess-88091bd6acd76ed0,2025-12-10T00:00:00,FILTER,/dashboard,User interaction event,
289,sess-c176a98d23451e10,2025-12-12T00:00:00,VIEW,/students,User interaction event,
290,sess-8a959bf14c4f4ffd,2025-12-28T00:00:00,NAVIGATE,/attendance,User interaction event,
291,sess-0310b0c50ad3c602,2026-01-03T00:00:00,NAVIGATE,/settings,User interaction event,
292,sess-15e28a930e4d4b86,2026-03-03T00:00:00,FILTER,/monitoring,User interaction event,
293,sess-81f205ea0b89c09c,2025-11-17T00:00:00,NAVIGATE,/settings,User interaction event,
294,sess-0451370697467b22,2026-03-13T00:00:00,ACTION,/dashboard,User interaction event,
295,sess-7d91757aad2a4605,2025-12-07T00:00:00,VIEW,/dashboard,User interaction event,
296,sess-c0923664f1967706,2026-04-20T00:00:00,FILTER,/dashboard,User interaction event,
297,sess-a5390e763b6b2a54,2026-03-08T00:00:00,NAVIGATE,/attendance,User interaction event,
